String Index	Text
tkn192	ÿc2Token\nIron Wolf's Coif-N
tkn193	ÿc2Token\nIron Wolf's Guard-N
tkn194	ÿc2Token\nBarbarian's Point-N
tkn195	ÿc2Token\nBarbarian's Shelter-N
tkn196	ÿc2Token\nBarbarian's Visage-N
tkn197	ÿc2Token\nRogue's Bow-NM
tkn198	ÿc2Token\nRogue's Suit-NM
tkn199	ÿc2Token\nRogue's Cap-NM
tkn200	ÿc2Token\nMercenary's Pike-NM
tkn201	ÿc2Token\nMercenary's Wraps-NM
tkn202	ÿc2Token\nMercenary's Shiek-NM
tkn203	ÿc2Token\nIron Wolf's Broad Sword-NM
tkn204	ÿc2Token\nIron Wolf's Robes-NM
tkn205	ÿc2Token\nIron Wolf's Coif-NM
tkn206	ÿc2Token\nIron Wolf's Guard-NM
tkn207	ÿc2Token\nBarbarian's Point-NM
tkn208	ÿc2Token\nBarbarian's Shelter-NM
tkn209	ÿc2Token\nBarbarian's Visage-NM
tkn210	ÿc2Token\nRogue's Bow-H
tkn211	ÿc2Token\nRogue's Suit-H
tkn212	ÿc2Token\nRogue's Cap-H
tkn213	ÿc2Token\nMercenary's Pike-H
tkn214	ÿc2Token\nMercenary's Wraps-H
tkn215	ÿc2Token\nMercenary's Shiek-H
tkn216	ÿc2Token\nIron Wolf's Broad Sword-H
tkn217	ÿc2Token\nIron Wolf's Robes-H
tkn218	ÿc2Token\nIron Wolf's Coif-H
tkn219	ÿc2Token\nIron Wolf's Guard-H
tkn220	ÿc2Token\nBarbarian's Point-H
tkn221	ÿc2Token\nBarbarian's Shelter-H
tkn222	ÿc2Token\nBarbarian's Visage-H
opnr	Can Opener
can1	Gem Can
can2	Rune Stocker (1-21)
can3	Rune Stocker (22-47)
can4	Decal Stocker
can5	ÿc4Ancient Tome (1-25)
can6	ÿc4Ancient Tome (26-50)
can7	Rerolling Orb
can8	Multi Stocker
kv0	output: ÿc;Amethystÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
ky0	output: ÿc9Topazÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
kb0	output: ÿc3Sapphireÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
kg0	output: ÿc2Emeraldÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
kr0	output: ÿc1Rubyÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
kw0	output: ÿc/Diamondÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
ks0	output: Skull\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
kk0	output: ÿc5Obsidianÿc0\nCube to select output gem\nCube with an opener to extract\nCube with a gem to store
ko0	(needs 1 pt)\ncurrent output: Chipped Gem\nCube to select output size
ko1	(needs 3 pts)\ncurrent output: Flawed Gem\nCube to select output size
ko2	(needs 9 pts)\ncurrent output: Standard Gem\nCube to select output size
ko3	(needs 27 pts)\ncurrent output: Flawless Gem\nCube to select output size
ko4	(needs 81 pts)\ncurrent output: Blemished Gem\nCube to select output size
ko5	(needs 243 pts)\ncurrent output: Perfect Gem\nCube to select output size
s01	output: I\nCube to select output\nCube with a key to extract\nCube with a rune to store
s02	output: U\nCube to select output\nCube with a key to extract\nCube with a rune to store
s03	output: Shi\nCube to select output\nCube with a key to extract\nCube with a rune to store
s04	output: Ka\nCube to select output\nCube with a key to extract\nCube with a rune to store
s05	output: N\nCube to select output\nCube with a key to extract\nCube with a rune to store
s06	output: Ku\nCube to select output\nCube with a key to extract\nCube with a rune to store
s07	output: Yo\nCube to select output\nCube with a key to extract\nCube with a rune to store
s08	output: ÿc1Kiÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s09	output: ÿc1Riÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s10	output: ÿc1Miÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s11	output: ÿc1Yaÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s12	output: ÿc1Aÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s13	output: ÿc1Tsuÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s14	output: ÿc1Chiÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s15	output: ÿc9Saÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s16	output: ÿc9Yuÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s17	output: ÿc9Keÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s18	output: ÿc9Eÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s19	output: ÿc9Koÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s20	output: ÿc9Raÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s21	output: ÿc9Oÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s22	output: ÿc8Hoÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s23	output: ÿc8Meÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s24	output: ÿc8Ruÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s25	output: ÿc8Taÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s26	output: ÿc8Toÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s27	output: ÿc8Waÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s28	output: ÿc8Haÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s29	output: ÿc2Naÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s30	output: ÿc2Niÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s31	output: ÿc2Seÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s32	output: ÿc2Fuÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s33	output: ÿc2Maÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s34	output: ÿc2Hiÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s35	output: ÿc2Moÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s36	output: ÿc4Noÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s37	output: ÿc4Teÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s38	output: ÿc4Roÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s39	output: ÿc4Soÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s40	output: ÿc4Muÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s41	output: ÿc4Neÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s42	output: ÿc4Reÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s43	output: ÿc;Suÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s44	output: ÿc;Heÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s45	output: ÿc;Nuÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s46	output: ÿc;Woÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
s51	output: ÿc3Elÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s52	output: ÿc3Eldÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s53	output: ÿc3Tirÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s54	output: ÿc3Nefÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s55	output: ÿc3Ethÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s56	output: ÿc3Ithÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s57	output: ÿc3Talÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s58	output: ÿc3Ralÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s59	output: ÿc3Ortÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s60	output: ÿc3Thulÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s61	output: ÿc3Amnÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s62	output: ÿc3Solÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s63	output: ÿc3Shaelÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s64	output: ÿc3Dolÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s65	output: ÿc3Helÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s66	output: ÿc3Ioÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s67	output: ÿc3Lumÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s68	output: ÿc3Koÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s69	output: ÿc3Falÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s70	output: ÿc3Lemÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s71	output: ÿc3Pulÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s72	output: ÿc3Umÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s73	output: ÿc3Malÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s74	output: ÿc3Istÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s75	output: ÿc3Gulÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s76	output: ÿc3Vexÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s77	output: ÿc3Ohmÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s78	output: ÿc3Loÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s79	output: ÿc3Surÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s80	output: ÿc3Berÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s81	output: ÿc3Jahÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s82	output: ÿc3Chamÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
s83	output: ÿc3Zodÿc0\nCube to select output\nCube with a key to extract\nCube with a decal to store
w31	output: ÿc4#1ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w32	output: ÿc4#2ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w33	output: ÿc4#3ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w34	output: ÿc4#4ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w35	output: ÿc4#5ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w36	output: ÿc4#6ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w37	output: ÿc4#7ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w38	output: ÿc4#8ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w39	output: ÿc4#9ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w40	output: ÿc4#10ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w41	output: ÿc4#11ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w42	output: ÿc4#12ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w43	output: ÿc4#13ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w44	output: ÿc4#14ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w45	output: ÿc4#15ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w46	output: ÿc4#16ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w47	output: ÿc4#17ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w48	output: ÿc4#18ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w49	output: ÿc4#19ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w50	output: ÿc4#20ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w51	output: ÿc4#21ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w52	output: ÿc4#22ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w53	output: ÿc4#23ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w54	output: ÿc4#24ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w55	output: ÿc4#25ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w56	output: ÿc4#26ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w57	output: ÿc4#27ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w58	output: ÿc4#28ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w59	output: ÿc4#29ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w60	output: ÿc4#30ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w61	output: ÿc4#31ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w62	output: ÿc4#32ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w63	output: ÿc4#33ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w64	output: ÿc4#34ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w65	output: ÿc4#35ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w66	output: ÿc4#36ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w67	output: ÿc4#37ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w68	output: ÿc4#38ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w69	output: ÿc4#39ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w70	output: ÿc4#40ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w71	output: ÿc4#41ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w72	output: ÿc4#42ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w73	output: ÿc4#43ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w74	output: ÿc4#44ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w75	output: ÿc4#45ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w76	output: ÿc4#46ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w77	output: ÿc4#47ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w78	output: ÿc4#48ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w79	output: ÿc4#49ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
w80	output: ÿc4#50ÿc0\nCube to select output\nCube with a key to extract\nCube with a scroll to store
t01	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 Ring\nCube to select output\nan amazon ring and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t02	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 Ring\nCube to select output\nan amazon ring and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t03	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 Ring\nCube to select output\nan amazon ring and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t04	(needs 7 pts)\noutput: ÿc9Rareÿc0 -> ÿc4Uniqueÿc0 Ring\nCube to select output\nan amazon ring and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t05	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 Amulet\nCube to select output\nan amazon amulet and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t06	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 Amulet\nCube to select output\nan amazon amulet and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t07	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 Amulet\nCube to select output\nan amazon amulet and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t08	(needs 7 pts)\noutput: ÿc9Rareÿc0 -> ÿc4Uniqueÿc0 Amulet\nCube to select output\nan amazon amulet and so on\nCube with a spider's silk for\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t09	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 Jewel\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t10	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 Jewel\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t11	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 Jewel\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t12	(needs 7 pts)\noutput: ÿc9Rareÿc0 -> ÿc4Uniqueÿc0 Jewel\nCube to select output\nCube with ÿc4Scroll 30ÿc0 to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t13	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 SC\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t14	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 SC\nCube to select output\nCube with ÿc4Scroll 27ÿc0 to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t15	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 SC\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t51	output: ÿc4Maple Leafÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t52	output: ÿc;Dragon Stoneÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t53	output: ÿc4Deciphererÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t54	output: ÿc9Cookbookÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t55	output: ÿc1Steakÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t56	output: ÿc1Brainÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t57	output: ÿc9Eyeÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t58	output: ÿc5Quillÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t59	output: ÿc;Spleenÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t60	output: ÿc8Tailÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t61	output: ÿc7Jawboneÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t62	output: ÿc5Fangÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t63	output: ÿc:Hornÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t64	output: ÿc:Scalpÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t65	output: ÿc1Heartÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t66	output: ÿc3Soulÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t67	output: Ear\nCube to select output\nCube with a key to extract\nCube with a material to store
t68	output: ÿc1Flagÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t69	output: ÿc8Socket Donutÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t70	output: ÿc1Coupon (nor)ÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t71	output: ÿc5Coupon (exc)ÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
ear2	ÿc/Ear
99j2	ÿc8Wild Card
rvs2	ÿc;Rejuvenation Pot
jr1	ÿc3Ring Point
jr2	ÿc3Amulet Point
jr3	ÿc3Jewel Point
jr4	ÿc3SC Point
jr5	ÿc3LC Point
jr6	ÿc3GC Point
Runeword1	Holy
Runeword2	Holy
Runeword3	Holy
Runeword4	Holy
Runeword5	Holy
Runeword6	Holy
Runeword7	Holy
Runeword8	Holy
Runeword9	Holy
Runeword10	Holy
Runeword11	Holy
Runeword12	Holy
Runeword13	Holy
Runeword14	Holy
Runeword15	Holy
Runeword16	Holy
Runeword17	Holy
Runeword18	Holy
Runeword19	Holy
Runeword20	Holy
Runeword21	Holy
Runeword22	Holy
Runeword23	Holy
Runeword24	Holy
Runeword25	Holy
Runeword26	Holy
Runeword27	Holy
Runeword28	Holy
Runeword29	Holy
Runeword30	Holy
Runeword31	Holy
Runeword32	Holy
Runeword33	Holy
Runeword34	Holy
Runeword35	Holy
Runeword36	Holy
Runeword37	Holy
Runeword38	Holy
Runeword39	Holy
Runeword40	Holy
Runeword41	Holy
Runeword42	Holy
Runeword43	Holy
Runeword44	Holy
Runeword45	Holy
Runeword46	Holy
Runeword47	Holy
Runeword48	Holy
Runeword49	Holy
Runeword50	Holy
Runeword51	Holy
Runeword52	Holy
Runeword53	Holy
Runeword54	Holy
Runeword55	Holy
Runeword56	Holy
Runeword57	Holy
Runeword58	Holy
Runeword59	Holy
Runeword60	Holy
Runeword61	Holy
Runeword62	Holy
Runeword63	Holy
Runeword64	Holy
Runeword65	Holy
Runeword66	Holy
Runeword67	Holy
Runeword68	Holy
Runeword69	Holy
Runeword70	Holy
Runeword71	Holy
Runeword72	Holy
Runeword73	Mighty
Runeword74	Mighty
Runeword75	Mighty
Runeword76	Mighty
Runeword77	Mighty
Runeword78	Mighty
Runeword79	Mighty
Runeword80	Mighty
Runeword81	Mighty
Runeword82	Mighty
Runeword83	Mighty
Runeword84	Mighty
Runeword85	Mighty
Runeword86	Mighty
Runeword87	Mighty
Runeword88	Mighty
Runeword89	Mighty
Runeword90	Mighty
Runeword91	Mighty
Runeword92	Mighty
Runeword93	Mighty
Runeword94	Mighty
Runeword95	Mighty
Runeword96	Mighty
Runeword97	Mighty
Runeword98	Mighty
Runeword99	Mighty
Runeword100	Mighty
Runeword101	Mighty
Runeword102	Mighty
Runeword103	Mighty
Runeword104	Mighty
Runeword105	Mighty
Runeword106	Mighty
Runeword107	Mighty
Runeword108	Mighty
Runeword109	Mighty
Runeword110	Mighty
Runeword111	Mighty
Runeword112	Mighty
Runeword113	Mighty
Runeword114	Mighty
Runeword115	Mighty
Runeword116	Mighty
Runeword117	Mighty
Runeword118	Mighty
Runeword119	Mighty
Runeword120	Mighty
Runeword121	Mighty
Runeword122	Mighty
Runeword123	Mighty
Runeword124	Mighty
Runeword125	Mighty
Runeword126	Mighty
Runeword127	Mighty
Runeword128	Mighty
Runeword129	Mighty
Runeword130	Mighty
Runeword131	Mighty
Runeword132	Mighty
Runeword133	Mighty
Runeword134	Mighty
Runeword135	Mighty
Runeword136	Mighty
Runeword137	Mighty
Runeword138	Mighty
Runeword139	Mighty
Runeword140	Mighty
Runeword141	Mighty
Runeword142	Mighty
Runeword143	Mighty
Runeword144	Mighty
Runeword145	Poisonous
Runeword146	Poisonous
Runeword147	Poisonous
Runeword148	Poisonous
Runeword149	Poisonous
Runeword150	Poisonous
Runeword151	Poisonous
Runeword152	Poisonous
Runeword153	Poisonous
Runeword154	Poisonous
Runeword155	Poisonous
Runeword156	Poisonous
Runeword157	Poisonous
Runeword158	Poisonous
Runeword159	Poisonous
Runeword160	Poisonous
Runeword161	Poisonous
Runeword162	Poisonous
Runeword163	Poisonous
Runeword164	Poisonous
Runeword165	Poisonous
Runeword166	Poisonous
Runeword167	Poisonous
Runeword168	Poisonous
Runeword169	Poisonous
Runeword170	Poisonous
Runeword171	Poisonous
Runeword172	Poisonous
Runeword173	Poisonous
Runeword174	Poisonous
Runeword175	Poisonous
Runeword176	Poisonous
Runeword177	Poisonous
Runeword178	Poisonous
Runeword179	Poisonous
Runeword180	Poisonous
Runeword181	Poisonous
Runeword182	Poisonous
Runeword183	Poisonous
